org_name,org_id,org_address,std_state,geo_lat,geo_lon,Organization Type,Subtype,state
Dress For Success Cleveland,d4ef3c44,"2239 E 55TH ST, CLEVELAND, OH, 44103",OH,41.4981552,-81.6508456,Non-profit organization,Job training non-profit,Ohio
Alt Consulting,d0f43e0b,"3 COLT SQUARE DR, FAYETTEVILLE, AR, 72703",AR,36.0919615,-94.1566903,Non-profit organization,Job training non-profit,Arkansas
Completing Education And Empowerment Development,997b3d76,"2714 KEY PL, COLUMBUS, OH, 43207",OH,39.9095505,-82.9596161,Non-profit organization,Job training non-profit,Ohio
Midcoast Aviation Services,f56d171f,1451 AIRPORT ROAD  REIDSVILLE GA 30453,GA,32.056273,-82.1362211,WIOA-eligible,NA,Georgia
B And W Forklift Training Center,96407b6e,"329 GEES MILL BUSINESS PKWY NE, CONYERS, GA, 30013",GA,33.6478625,-83.9740128,WIOA-eligible,NA,Georgia
Building Science Technology And Education Partnerships Inc,59f94b2a,PO BOX 1393 BROOKLANDVL MD 21022-1393,MD,39.4028577,-76.6715911,Non-profit organization,Job training non-profit,Maryland
Aviator College Of Aeronautical Science And Technology,44a32b1b,"3800 ST LUCIE BLVD, FORT PIERCE, FL, 34946",FL,27.4840751,-80.3825448,Higher education institution,NA,Florida
Fort Smith Plumbing Jatc,3dd19273,"701 SPRADLEY RD, VAN BUREN, AR, 72956",AR,35.4465113,-94.3123116,Registered apprenticeship,NA,Arkansas
Hub Electric,2fc9986e,"""10 DRAPER STREET"" WOBURN MA 1801",MA,42.4742086,-71.1288027,Registered apprenticeship,NA,Massachusetts
Alameda County Electrical Jatc,6f63ce7b,"14600 CATALINA ST, SAN LEANDRO, CA, 94577",CA,37.692905,-122.1708798,Registered apprenticeship,NA,California
Bergen Community College - Continuing Education Program,d60dfaf1,400 ROAD 07652 PARAMUS NJ 7652,NJ,40.9445428,-74.0754189,WIOA-eligible,NA,New Jersey
Moon River Nursing Careers,7267b600,"44927 GEORGE WASHINGTON BLVD, ASHBURN, VA, 20147",VA,39.0581147,-77.446084,WIOA-eligible,NA,Virginia
Minnesota West Community And Technical College,9d84d154,"1314 HIAWATHA AVE N, PIPESTONE, MN, 56164",MN,44.015106,-96.3175082,WIOA-eligible,NA,Minnesota
First Choice Community Service Inc,f473f780,"701 NE 121ST ST, NORTH MIAMI, FL, 33161",FL,25.8869652,-80.1841382,Non-profit organization,Job training non-profit,Florida
Albany State University - West,52f98f2e,"2400 GILLIONVILLE RD, ALBANY, GA, 31707",GA,31.5816788,-84.2133876,WIOA-eligible,NA,Georgia
Health Workforce Collaborative Inc,b65dd7d2,"1 MAIN ST, CANTON, NY, 13617",NY,44.595736,-75.1697753,Non-profit organization,Job training non-profit,New York
"Green Mountain Pipeline Services, Inc.",ed21c710,"""768 SOUTH MAIN STREET UNIT 1"" BETHEL MA 5032",MA,43.8251015,-72.6170405,Registered apprenticeship,NA,Massachusetts
Delaware Chenango Madison Otsego Boces-Practical Nursing Program,6ccc9b26,"6678 CO RD 32, NORWICH, NY, 13815",NY,42.5852374,-75.5172064,Higher education institution,Highest degree certificate,New York
Eqp Us Inc,1f41f1c8,"400 HOOKAHI ST, WAILUKU, HI, 96793",HI,20.9054671,-156.486371,Non-profit organization,Job training non-profit,Hawaii
Northeastern Oklahoma A And M College,a4cb6186,200 I STREET OK MIAMI NE 74354,NE,36.8777843,-94.8874277,WIOA-eligible,NA,Nebraska
Iowa School Of Beauty-Ottumwa,d37dc8a6,609 W SECOND ST OTTUMWA IA 52501,IA,41.0233861,-92.417822,Higher education institution,Highest degree certificate,Iowa
Another Chance Movement,3a51c9e8,"370 PINKERTON RD, WEST POINT, MS, 39773",MS,33.585185,-88.5727816,Non-profit organization,Job training non-profit,Mississippi
Denver Electrical Jatc-Inside,95cbf50b,"5610 LOGAN ST, DENVER, CO, 80216",CO,39.7986148,-104.9822857,Registered apprenticeship,NA,Colorado
Idaho State University - Workforce Training,bfd0c298,"921 S 8TH AVE, POCATELLO, ID, 83201",ID,42.8613521,-112.433097,WIOA-eligible,NA,Idaho
West Bay Counties Roofers And Waterproofers Jatc,bc7d22b0,"420 LEISURE ST, LIVERMORE, CA, 94551",CA,37.7082609,-121.7187443,Registered apprenticeship,NA,California
"Suburban Electric Contracting, Inc.",20892c96,"""339 CANTON STREET"" STOUGHTON MA 2072",MA,42.1281692,-71.1158701,Registered apprenticeship,NA,Massachusetts
East Arkansas Community College (Eacc),d6de67e2,1700 NEWCASTLE ROAD FORREST CITY FORREST CITY AR 72335,AR,35.0522821,-90.7637406,WIOA-eligible,NA,Arkansas
Northeast Community College,ac3ab9b4,801 E BENJAMIN NORFOLK NE 68702-0469,NE,42.03,-97.42,Higher education institution,NA,Nebraska
Evvaylois Academy School Of Beauty,a847ea7a,"2244 S MARKET ST, BRENHAM, TX, 77833",TX,30.1486495,-96.388461,Higher education institution,Highest degree certificate,Texas
Capital Commitment Of Virginia,05a7c459,"852 TIDEWATER DR, NORFOLK, VA, 23504",VA,36.8531646,-76.2740325,WIOA-eligible,NA,Virginia
Christian Womens Job Corp Of Madison County Alabama Inc,6fbea547,"600 GOVERNORS DR SW, HUNTSVILLE, AL, 35801",AL,34.7211982,-86.5884502,Non-profit organization,Job training non-profit,Alabama
Flagler Child Care Gnj,8c59b5df,5500 EAST HIGHWAY 100 PALM COAST FL 32164,FL,29.4766328,-81.2109635,Registered apprenticeship,NA,Florida
Women S Debate Institute,c523aa1a,"47 HARRINGTON ST, SAN FRANCISCO, CA, 94112",CA,37.7254436,-122.4353844,Non-profit organization,Job training non-profit,California
Impact Equitable Justice Inc,68d8425b,7750 OKEECHOBEE BLVD STE 4 # 658 WEST PALM BCH FL 33411-2106,FL,26.7076123,-80.1640081,Non-profit organization,Job training non-profit,Florida
Bolivar Technical College,38fb47af,"1135 N OAKLAND AVE, BOLIVAR, MO, 65613",MO,37.62389,-93.4216813,Multiple types,NA,Missouri
Acr Service Inc.,40245226,"3007 10TH AVE SW, HUNTSVILLE, AL, 35805",AL,34.7144507,-86.6063171,WIOA-eligible,NA,Alabama
911programs,a69099b1,"175 METRO CENTER BLVD, WARWICK, RI, 02886",RI,41.7243048,-71.4573129,WIOA-eligible,NA,Rhode Island
West Valley College,05882ef9,"14000 FRUITVALE AVE, SARATOGA, CA, 95070",CA,37.2640661,-122.0108938,Higher education institution,NA,California
"Jersey Tractor Trailer Training, Inc.",b3dce8da,"1275 VALLEY BROOK AVE, LYNDHURST, NJ, 07071",NJ,40.7993172,-74.1003209,WIOA-eligible,NA,New Jersey
Operating Engineers Lu 542,33399c86,"1375 VIRGINIA DR, FT WASHINGTON, PA, 19034",PA,40.1406897,-75.1681273,Registered apprenticeship,NA,Pennsylvania
Yti Career Institute-York,9f64f688,"1405 WILLIAMS RD, YORK, PA, 17402",PA,39.9924558,-76.6603123,Higher education institution,NA,Pennsylvania
Trumbull Career And Technical Center,724f3cd5,"528 EDUCATIONAL HWY NW, WARREN, OH, 44483",OH,41.2804517,-80.8248031,Multiple types,Highest degree certificate,Ohio
Enhancing Lives Through Community Supports Services Inc,a99b5c72,"371 EAGLES CROSSING CIR, RIVERDALE, GA, 30274",GA,33.5955671,-84.4019385,Non-profit organization,Job training non-profit,Georgia
Davidson-Davie Community College,27436f8a,PO BOX 1287  LEXINGTON NC 27293,NC,35.7709922,-80.3236145,WIOA-eligible,NA,North Carolina
Washington Barber College Inc,fca84696,"5300 W 65TH ST, LITTLE ROCK, AR, 72209",AR,34.6907161,-92.3353648,Higher education institution,Highest degree certificate,Arkansas
Cristo Rey San Jose Work Study Corporation,NA,"1389 E SANTA CLARA ST, SAN JOSE, CA, 95116",CA,37.350055,-121.8641775,Non-profit organization,Job training non-profit,California
Careers4you Training Center,e4e85b1f,"333 OAKLAND AVE, FINDLAY, OH, 45840",OH,41.0092005,-83.6441948,WIOA-eligible,NA,Ohio
Local 263 Cedar Rapids Sheet Metal Workers Joint Apprentice Committee,1c429a03,"500 66TH AVE SW, CEDAR RAPIDS, IA, 52404",IA,41.9154679,-91.675234,Non-profit organization,Job training non-profit,Iowa
Accelerate Cleveland County,b076d105,PO BOX 1210 SHELBY NC 28151-1210,NC,35.4164535,-81.6436207,Non-profit organization,Job training non-profit,North Carolina
Purple Summit Inc,55593757,"270 MAIN ST, EAST SETAUKET, NY, 11733",NY,40.9430642,-73.1021578,Non-profit organization,Job training non-profit,New York
Minnesota Africans United,9c7fbbaa,REGENT AVENUE NORTH 103 BROOKLYN PARK MN 55443-0000,MN,45.121445,-93.346191,Non-profit organization,Job training non-profit,Minnesota
Bevill State Community College,3d429b84,"101 STATE ST, SUMITON, AL, 35148",AL,33.7478006,-87.050599,WIOA-eligible,NA,Alabama
Humacao Community College,c5f8ab42,GEORGETTI ST. #69 HUMACAO PR 00791,PR,18.149133,-65.826554,Higher education institution,Highest degree bachelor’s+,NA
Blue Cliff College-Fayetteville,e1311b5c,3448 N. COLLEGE FAYETTEVILLE AR 72703,AR,36.1139169,-94.1444662,Higher education institution,Highest degree certificate,Arkansas
Carrington College-Reno,e7fcdfae,"5580 KIETZKE LN, RENO, NV, 89511",NV,39.463097,-119.78698,Higher education institution,NA,Nevada
Studio Farmer,a44ffb5f,PO BOX 12604 AUGUSTA GA 30914-0604,GA,33.47,-82.02,Non-profit organization,Job training non-profit,Georgia
10 8 Ministries,0e4e5f40,"6690 ALESSANDRO BLVD, RIVERSIDE, CA, 92506",CA,33.9302316,-117.3456949,Non-profit organization,Job training non-profit,California
Ati College,8a18c90b,15141 BLVD SUITE 420 WHITTIER CA 90603,CA,33.9443011,-117.9931472,WIOA-eligible,NA,California
East Millinocket Fire Department,ef1170a8,"125 MAIN ST, EAST MILLINOCKET, ME, 04430",ME,45.6280356,-68.5826362,WIOA-eligible,NA,Maine
Atlanta Glaziers Jatc,08a1634d,"5403 DIVIDEND DR, DECATUR, GA, 30035",GA,33.7157863,-84.1684177,Registered apprenticeship,NA,Georgia
My Cna Now Llc Dba Lna Health Careers,e205d260,"22 CONCORD ST, MANCHESTER, NH, 03101",NH,42.9929046,-71.4623072,WIOA-eligible,NA,New Hampshire
Jefferys Vision,f8d8df98,"808 CHERLYNE DR, CEDAR HILL, TX, 75104",TX,32.601905,-96.9565834,Non-profit organization,Job training non-profit,Texas
West Coast Phlebotomy,4be7a5ab,"1678 BEAVERCREEK RD, OREGON CITY, OR, 97045",OR,45.3326833,-122.5860494,WIOA-eligible,NA,Oregon
Delrose Training Program,0d7b9b90,"3717 SAUK TRL, RICHTON PARK, IL, 60471",IL,41.485112,-87.7056437,WIOA-eligible,NA,Illinois
T3 Academy Corp,a7ac932b,"230 CRYSTAL SPRINGS PL, HENDERSON, NV, 89074",NV,36.046397,-115.0764853,Non-profit organization,Job training non-profit,Nevada
Lubbock Chapter Iec,ef4f7be8,P O BOX 65286 LUBBOCK TX 79464,TX,33.5845617,-101.8456417,Registered apprenticeship,NA,Texas
Academy Of Professional Cosmetology,45ead4a7,"2600 W HUDSON RD, ROGERS, AR, 72756",AR,36.3589161,-94.1563752,Higher education institution,Highest degree certificate,Arkansas
Red Rocks Community College Child Care Innovations,e11ba049,"13300 W 6TH AVE, LAKEWOOD, CO, 80228",CO,39.7203131,-105.150749,Registered apprenticeship,NA,Colorado
Mississippi Leadership Forum,ddb10b16,"1817 CRANE RIDGE DR, JACKSON, MS, 39216",MS,32.3304603,-90.1408917,Non-profit organization,Job training non-profit,Mississippi
University Of Arizona Workforce Development Program,213f5b06,"1030 N ALVERNON WAY, TUCSON, AZ, 85711",AZ,32.235073,-110.9092721,WIOA-eligible,NA,Arizona
Vison Quest Skills Usa,64d9ebad,"515 MAPLE AVE, NEHAWKA, NE, 68413",NE,40.831877,-95.987378,Non-profit organization,Job training non-profit,Nebraska
This Able,aa1107fe,"2852 BROOKSIDE DR, CHINO HILLS, CA, 91709",CA,34.0005049,-117.7424332,Non-profit organization,Job training non-profit,California
Hire Focus Inc,d4f8c69e,"2300 HOLCOMB BRIDGE RD, ROSWELL, GA, 30076",GA,34.0053422,-84.294515,Non-profit organization,Job training non-profit,Georgia
Triangle Tech-Chambersburg,a06d9f2e,"1669 OPPORTUNITY AVE, CHAMBERSBURG, PA, 17201",PA,39.9955647,-77.6428498,Higher education institution,NA,Pennsylvania
Enterprise Professional Services Inc,93ffe832,3 LAKEWAY CENTRE CT STE 100 LAKEWAY TX 78734-2692,TX,30.3453416,-97.9634735,Non-profit organization,Job training non-profit,Texas
Ivy Tech Community College,eb1e8626,"375 COUNTRY CLUB RD SE, CORYDON, IN, 47112",IN,38.2010265,-86.1191568,WIOA-eligible,NA,Indiana
Cleveland Clinic's School Of Pharmacy Technology,064cb329,"9500 EUCLID AVE, CLEVELAND, OH, 44195",OH,41.502539,-81.6210658,WIOA-eligible,NA,Ohio
Institute Of Structural Medicine,4dc3a62e,"103 ROSS RD, TWISP, WA, 98856",WA,48.2832613,-120.0730182,WIOA-eligible,NA,Washington
Lake Area Technical College,baa2188e,1201 ARROW AVENUE PO BOX 730 SD WATERTOWN NE 57201,NE,44.9017584,-97.095146,WIOA-eligible,NA,Nebraska
Phoenix Rising Nonprofit Organization,d453b75a,"7699 E QUEEN PALM CIR, TUCSON, AZ, 85730",AZ,32.1786695,-110.8288656,Non-profit organization,Job training non-profit,Arizona
"Ranken Technical College (Perryville, Mo Campus)",96b20353,"1205 CORPORATION LN, PERRYVILLE, MO, 63775",MO,37.7483644,-89.8772789,Registered apprenticeship,NA,Missouri
Hoquiam Fire Department Apprenticeship Committee,3096b224,"625 8TH ST, HOQUIAM, WA, 98550",WA,46.9743138,-123.8874196,WIOA-eligible,Apprenticeship sponsor / other,Washington
Unitypoint Health-Des Moines School Of Radiologic Technology,10a72970,"1200 PLEASANT ST, DES MOINES, IA, 50309",IA,41.5890661,-93.6335757,Higher education institution,Highest degree certificate,Iowa
Northwest Florida State College Apprenticeship Program,060ed3de,100 COLLEGE BLVD. NICEVILLE FL 32578,FL,30.5348484,-86.4744194,Registered apprenticeship,NA,Florida
"Sullivan And Cogliano Training Centers, Inc.-Is",e0f88947,"7740 N KENDALL DR, MIAMI, FL, 33156",FL,25.68726,-80.319773,WIOA-eligible,NA,Florida
Coaching Fellowship,431fdd5b,"77 TERRACE AVE, SAN RAFAEL, CA, 94901",CA,37.972612,-122.5450079,Non-profit organization,Job training non-profit,California
"Stilian Electric, Inc.",0c2d59d6,"""20 AEGEAN DRIVE, SUITE # 3"" METHUEN MA 1833",MA,42.7323563,-71.2137384,Registered apprenticeship,NA,Massachusetts
Step Forward Academy,765044ee,"92 ARGONAUT, ALISO VIEJO, CA, 92656",CA,33.59346,-117.7250064,Non-profit organization,Job training non-profit,California
Robert C. Byrd Institute,f4fe9b4e,1050 FOURTH AVENUE HUNTINGTON ZA 25701,WV,38.4216472,-82.4408599,Registered apprenticeship,NA,West Virginia
East Cascades Workforce Investment Board,663402c3,"334 NE HAWTHORNE AVE, BEND, OR, 97701",OR,44.0583311,-121.3013427,Non-profit organization,Job training non-profit,Oregon
Xavier College School Of Nursing,9a180ddf,"1340 N EL DORADO ST, STOCKTON, CA, 95202",CA,37.9663179,-121.2932528,Higher education institution,Highest degree certificate,California
Missouri Goodwill Industries,fbefd5d6,"1727 LOCUST ST, SAINT LOUIS, MO, 63103",MO,38.6327311,-90.2050515,Non-profit organization,Job training non-profit,Missouri
Bukurson Technology Llc,99b40140,112 E. PINE STREET  DEMING NM 88030,NM,32.2684792,-107.7580453,WIOA-eligible,NA,New Mexico
Augusta Plumbers And Pipefitters,af409115,"1211 TELFAIR ST, AUGUSTA, GA, 30901",GA,33.4756499,-81.9748306,Registered apprenticeship,NA,Georgia
P B Cosmetology Education Center,8cf656f4,"110 MONMOUTH ST, GLOUCESTER CY, NJ, 08030",NJ,39.8988243,-75.1263978,Higher education institution,Highest degree certificate,New Jersey
Elliott Reentry Consulting Firm,6d0731c7,9128 COLLIERS CHAPEL CHURCH RD LINDEN NC 28356-9242,NC,35.2203547,-78.7255005,Non-profit organization,Job training non-profit,North Carolina
Los Angeles Film School,78975bed,"6363 W SUNSET BLVD, HOLLYWOOD, CA, 90028",CA,34.0982561,-118.3283703,Higher education institution,Highest degree bachelor’s+,California
Aviation Site-Lausd,3a6cef16,"16550 SATICOY ST, VAN NUYS, CA, 91406",CA,34.2080762,-118.493443,WIOA-eligible,NA,California
Diamonds Cosmetology College,7631f8ef,3321 LOY LAKE RD SHERMAN TX 75090-2657,TX,33.6734414,-96.6061008,Higher education institution,Highest degree certificate,Texas
Creative Direction Construction And Design Llc,ab67c551,28 E FIRST ST  MOUNT VERNON MOUNT VERNON NY 10550,NY,40.9117649,-73.8356805,WIOA-eligible,NA,New York
Cuny Queensborough Community College,43dc8ace,"222-5 56TH AVE, BAYSIDE, NY, 11364",NY,40.7563765,-73.7559219,Higher education institution,NA,New York
Dress For Success Worcester Inc,8fcd1e25,"120 STAFFORD ST, WORCESTER, MA, 01603",MA,42.2394732,-71.8446255,Non-profit organization,Job training non-profit,Massachusetts
Bracey Phillips Community Dev Corp,df2015c8,"1408 S KENNETH AVE, CHICAGO, IL, 60623",IL,41.8620362,-87.7364417,Non-profit organization,Job training non-profit,Illinois
Western Suffolk Boces,5be10df8,"17 WESTMINSTER AVE, HUNTINGTON STATION, NY, 11746",NY,40.7981612,-73.3351769,WIOA-eligible,NA,New York
"Columbia College, Columbia",c21a1ad2,"1001 ROGERS ST, COLUMBIA, MO, 65201",MO,38.9574449,-92.3262837,WIOA-eligible,NA,Missouri
Ventura Training Institute,3992014b,"2320 WANKEL WAY, OXNARD, CA, 93030",CA,34.216273,-119.145379,WIOA-eligible,NA,California
New Life Outreach Corporation,e1326fe8,"10676 ASHFORD CIR, WALDORF, MD, 20603",MD,38.644967,-76.9465043,Non-profit organization,Job training non-profit,Maryland
Kitchen Project Inc,be9d7dd1,"32 DUNWOODY SPRINGS DR, ATLANTA, GA, 30328",GA,33.9225097,-84.3526413,Non-profit organization,Job training non-profit,Georgia
"Advanced Welding School, Llc",1c198636,10340 FLORIDA BLVD.  WALKER LA 70785,LA,30.4888493,-90.8571628,WIOA-eligible,NA,Louisiana
Denverworks,50e1dd52,"6000 E EVANS AVE, DENVER, CO, 80222",CO,39.6779057,-104.9174405,Non-profit organization,Job training non-profit,Colorado
Academy Of Media Arts,8259b250,"3668 JASMINE AVE, LOS ANGELES, CA, 90034",CA,34.0245891,-118.4037364,Non-profit organization,Job training non-profit,California
Pittsburgh Hires Veterans,7995878b,"1333 BANKSVILLE RD, PITTSBURGH, PA, 15216",PA,40.4151892,-80.0295897,Non-profit organization,Job training non-profit,Pennsylvania
Mercyone,f8d52b81,"1449 NW 128TH ST, CLIVE, IA, 50325",IA,41.6032727,-93.79218,Registered apprenticeship,NA,Iowa
Western Indiana Workforce Investment Board Inc,23a3bbdc,"630 WABASH AVE, TERRE HAUTE, IN, 47807",IN,39.4666893,-87.4087044,Non-profit organization,Job training non-profit,Indiana
Goodwill Industries Of Grand Rapids,8dc7b504,"3777 SPARKS DR SE, GRAND RAPIDS, MI, 49546",MI,42.9165404,-85.5717739,WIOA-eligible,NA,Michigan
We Are One Inc,385af360,"9311 PELLA PL, CLINTON, MD, 20735",MD,38.7606407,-76.912559,Non-profit organization,Job training non-profit,Maryland
Greater Works Inc,95d4e4bd,PO BOX 3275 LUMBERTON NC 28359-3275,NC,34.6216196,-79.0059754,Non-profit organization,Job training non-profit,North Carolina
Ross Medical Education Center - Kentwood,215ef45f,"4528 BRETON RD SE, GRAND RAPIDS, MI, 49508",MI,42.88136,-85.6043834,WIOA-eligible,NA,Michigan
Western Maricopa Education Center,1c2d8606,"6997 N GLEN HARBOR BLVD, GLENDALE, AZ, 85307",AZ,33.5359294,-112.2928892,Higher education institution,Highest degree certificate,Arizona
Blue Ridge Community College (Flat Rock),0a52dea8,"180 W CAMPUS DR, FLAT ROCK, NC, 28731",NC,35.3076049,-82.425984,WIOA-eligible,NA,North Carolina
Aveda Institute-Madison,e1891731,"353 E CAMPUS MALL, MADISON, WI, 53715",WI,43.0728697,-89.3988268,Higher education institution,Highest degree certificate,Wisconsin
Nobility Of A Quilt,f2e8547d,19570 HOLT ST NW ELK RIVER MN 55330-1287,MN,45.3263943,-93.5638344,Non-profit organization,Job training non-profit,Minnesota
Legacy Cna Training,6cf87933,"1667 SHERIDAN RD, NOBLESVILLE, IN, 46062",IN,40.0590605,-86.0488966,WIOA-eligible,NA,Indiana
Associate And Technical Affiliates Of Western Michigan,bc4339c7,"1670 AUTUMN VALLEY DR SW, BYRON CENTER, MI, 49315",MI,42.8313086,-85.7053321,Non-profit organization,Job training non-profit,Michigan
Indianapolis Urban League,bfebe2fe,"777 INDIANA AVE, INDIANAPOLIS, IN, 46202",IN,39.777664,-86.1696598,WIOA-eligible,NA,Indiana
Nstar Technologies,31333cfa,"132 STANLEY CT, LAWRENCEVILLE, GA, 30046",GA,33.9583561,-83.9724006,WIOA-eligible,NA,Georgia
Branford Hall Career Institute-Amityville,4a2e11f5,"1100 BROADWAY, AMITYVILLE, NY, 11701",NY,40.7042543,-73.4278737,Higher education institution,Highest degree certificate,New York
Above The Rest Barbering And Cosmetology Academy,5b4565c1,ONTARIO CA 91761,CA,34.0348144,-117.5848025,Registered apprenticeship,NA,California
Missionary Flight Training Inc,a3d8f5ed,"3180 AIRMAN'S DR, FORT PIERCE, FL, 34946",FL,27.4927481,-80.3710936,Non-profit organization,Job training non-profit,Florida
